jobsonfadojaga,43893ae1-c85e-3178-9a5a-df9c24165b76
anti__,c1064f17-c896-3523-87bc-a202a3844587
stone13cr4ft,57e3bb6e-55da-35c8-8aae-504811c4fd46
taupekkj,e5f93a69-c899-3776-a49d-b12f51926393
hardcore3636667,00000000-0000-0000-0009-01f2d81904b2
lemonzinha,00000000-0000-0000-0009-01ffd7e065db
yraiiko,0d942d17-38f3-3e86-9e45-71c00a11f4ec
danielapolo11,926856b3-e2b8-3209-b08f-2bd757fa065d
yullycs,f5cd6d14-9ea9-3480-90ca-28df771127ef
bninja,04c0d69d-784d-3842-b981-345122e3ff4e
pedrogamerbr,900e065b-9866-3932-88ee-9ac0de85e6ec
edulauncherbr,44c7c860-301d-35fd-895d-80fbfe5f67f1
kiedixs2,0977a611-e386-31d3-aa44-49da28a0237f
guilhermekst,00000000-0000-0000-0009-01fa4ce7e281
caualelek32,e219a956-0fd7-37dd-880c-61745b50c185
br007narutin,81bc596c-eef2-3c0d-a99d-6de3f437e55e
pato,ce733cea-e1dc-32db-8c85-d7a726fd4672
manfredi0310,36000ecc-cb9e-3d18-a201-4f9e4b57899c
_devbaraus,00000000-0000-0000-0009-01fea5e0f4ff
adrianngggg,33a69612-baed-3aef-8915-210d58219164
servercheck9719,3d7f8f63-a9ba-3842-945e-3f0b1acdfd2f
stalledbooch723,00000000-0000-0000-0009-01feba946055
jhoseff,f839b9da-0ff6-31d4-81da-60a6a710002a
ovinni,65a0c1d6-0601-30ef-9b02-1f6e157615f8
dreamwithgolden,9e8a6626-8678-3bde-ae5c-b29398d7a32a
_olemonbr,00000000-0000-0000-0009-01fc5bcc5522
m4ttews,987c81c3-6394-3443-9eb0-4ca548b2cfb7
mariorei1234,a170010a-e92a-364d-baef-fbc2d627b43a
dragonblack7810,00000000-0000-0000-0009-01fe0206c2cb
zander404,d394a618-a92c-3f80-9eac-b407e3dbfeb8
inosent_,f3cf2a6e-2aae-3aa2-a038-0f5f76219d77
vitindograr,cf6e2240-c306-3521-9d59-735ae415b7dd
j_gominha,8fd8f1f8-0f1f-3ed6-bfa0-414ca2d519fa
polar5174,00000000-0000-0000-0009-01f7a88a9dbe
hereges,ab9bdf2e-cb0c-35b2-8e0b-f0bf95fb58a1
felipeban,ff36e4d4-c8d5-3e96-b492-459b0c8bc454
damon_f,ae8323bb-09a3-39f6-a238-b549e23c9781
laorv,a0aac6dc-e710-33e3-bcd2-02afedbaf58a
julia_ambrosi,f1782f02-f727-3e2b-ab84-4efb581401b0
0wd_gaster0,fe852c07-1136-33e5-8dde-f94759244ccc
pedrinh0br1231,7d1fbb6b-c111-32d7-ab39-2bb96e10b4b6
tororitv,4a105d75-ca65-3fe4-9fb7-6de35c92f5b1
finishedmango93,00000000-0000-0000-0009-01f951f0d862
pato_otaku_z643,2702ae3f-f1ab-3d04-b811-d623cdf6c363
lirs,81bec214-e5af-30fb-9b68-83a7aa2d2eb9
thur73,5fcb0634-a23f-3d70-b76b-5f67eae461d5
ppanq_yt,b59cfa5e-8cb1-3f6b-b31c-cf78f8fcc7e0
yangabriel20,a592585f-019b-387a-b0d5-2a7ffb46daf7
yapollo10,00000000-0000-0000-0009-01f7f40d1c25
miguelpowerm,d2ef406d-dd49-3121-9c99-c733df5c9ee5
waldo,3b398562-5aa6-3193-b4ca-48d96bd974b7
devbaraus,6c02cac8-e840-3cb5-8773-bb016299b0e4
x__serafim__x,20358d08-fbd4-3243-ae26-0f02e2ba3a33
_nosmoke_,351ea7aa-0eb9-3316-a704-2938bd26c7fd
arthur21414124,b39b7d7d-c804-33f4-bc95-4fd8e751b36d
c4ri0ca,fc631f3e-db9e-3359-ab4d-c0ceec3a8f1f
gustavo89578,00000000-0000-0000-0009-01fbc395b39f
biribiri,5740c43a-0311-32fe-be58-ac193ed1e82d
d4vimf,550e203f-1f19-36a2-9b51-3ba1f5816041
tioskull,9266bfdb-e9ac-35b3-99ab-02f92ade579c
asunayuruga,00000000-0000-0000-0009-01fcc07f7502
olemonbr,00000000-0000-0000-0009-01fc5bcc5522
j_m2,5d1df3bb-ca12-3e19-8db8-ff59a491d856
solitario,4fbc4006-9ecd-3efb-a0ad-affb45115d8b
warforplay,ea31502a-1422-364a-8559-4c2018b64851
heypeter557,a8521454-024e-31fd-a614-2278a03b9e86
solitariio157,6a9b779e-363c-3f69-9712-da4f09423a68
jhonikgames,963f3b22-755b-3a31-a6a7-445e2403b399
luigisigma,00000000-0000-0000-0009-01f4c6e77664
shockedscroll59,00000000-0000-0000-0009-01f2b1b9953f
wasunee,0334fb1b-d469-3d56-ac4c-ee379b8b1b65
gagagasemdedo,1bf2e829-b01b-3058-af26-fd56f71f23f1
kingdias2980,00000000-0000-0000-0009-01f0a1400650
gaspar,293ec222-792d-3ce3-8a0e-49ffc6197c54
dubl1n,4ab8ad99-3fd0-3ac5-876c-6ec7df01698a
laubianchi,ff62b985-91e6-3024-a74f-db3c07672c6e
miguelangelo,d00366b0-c776-36da-a24c-9e23dc241ca7
nervosa_77,b4845f70-d09a-3421-982b-329c798cab49
hunter_x,cf57db3e-fb32-32a5-99f0-e1fdf19f1cb9
suricatode,088872a4-2664-3bde-bc57-b72dfc839a11
juh_stk,0e96b57d-67b7-335c-a35b-3b93c6f4ea5a
cometa157,b7413f19-6784-3ef2-9e94-a58ae649f139
naitplayergamer,5aa30431-6daf-3b8a-a1dd-eaa92f01eb21
joshersss,be19761d-6bb8-3a9d-9f6b-8bc71575b554
vjcrlx,a15d73dd-5219-3728-b0e8-d4c4eab18d41
giovanigb,5bdd4513-65ff-39bf-83b9-dc57e85c4d0c
crioca,9328b5a0-791e-38d3-83df-9ba4e37ba7ca
kingdias,dd6de6d6-e7db-397d-a94d-39b61286a5c4
luisin76523,00000000-0000-0000-0009-01f4a62e14f2
inetwork,1e5be3aa-2c68-3328-8c80-634fcfe7da4c
the_japatsu,aef6ed4c-2b16-3a20-9d6f-a34db92ee037
hasashixx,7dee2b29-9f6f-308a-a69c-c2d3c07e4b03
gabrielhuber123,c4b4ec0f-fda6-3636-83f2-b2ecd48cd382
winivin,f7f9b239-d64c-3ab7-b3e0-8338bcb6f97c
jorgeattem,423a8470-15f9-3a29-af12-781d43ca3066
brendorodr,66718feb-64ec-3172-a8cf-95f9343d8064
gusbabiski,90ca968c-8521-30c4-8e59-345636d781ed
pepomaravilhoso,00000000-0000-0000-0009-01f19b667b39
taperquill64723,00000000-0000-0000-0009-01f2d9530873
nolsup,cb100c18-b4a1-353a-949b-745f4dc85f4e
miss_glitter,9018947b-77c9-3842-85cb-ea23160b3061
vinizninn,43f18532-d4ff-329b-a904-0dc13a93e7db
scott2332,9e6bfddb-5224-3687-ba7b-7d588b8469af
cdzinx,3ca6352b-9b57-3c17-8253-5a8db30458fa
guizinho5293,00000000-0000-0000-0009-01f07c2f72f0
joker282,93b40e2c-96ac-333c-ba71-2e400e9baa24
nilson156780,00000000-0000-0000-0009-01f8616424a3
miguelterrin,8bb831e9-3dca-3cec-b3a8-e3199d70bcc2
zken__,1d4a4b58-2335-3ba2-aa16-7449b9bd516b
jaderadams,ce0ed958-09f9-3e16-8baa-ca19b8a52988
luizpb89,c761cb4d-f79a-38ec-bd10-9a52c18698c2
7seviien,6ac7fedb-8f62-3dc9-b92a-844f2e1ec35c
imrayh,6f78117b-5abf-34f2-96b8-ad329a2fa636
kronos_kns1,d66358cf-4dbb-3cbe-af53-63f4faa76529
whitelist_check,9fdb8d17-6385-3447-bf45-06897bdeca35
cobradordeconta,f87e4fea-17c4-39cd-af8e-b74c0d8aba08
igmerchan,1544b885-d111-3f6e-8e82-df56715f9e32
ishawking,8c542a19-5b33-33f1-b7fb-1204f26ea42c
_xxslowxx_,e9648a74-5c09-346a-a876-f91ad896837a
muriloowwins,e591d64d-ed5d-39f2-a971-dc469ed5dfe0
douglas086,bc99582e-3e82-3397-924c-a0d438ac9f95
michellzao,de473743-20d7-3263-9058-0f7440d1289f
polemiks,dc1b8d67-bd35-39c2-89aa-d2043a16c59c
narutin007br,988208ff-ea30-3212-a4ae-d64e8122daa8
propray2022,0fb85cb3-063e-36df-85ca-33ef327362e7
alex_f_fernandes,5b50f973-06fc-3bf7-a8ae-fcb53467eac9
carioca,501c2f3c-4317-3677-a3a4-7ccd4592d42b
eykactoo,849695be-95b9-3af9-9c12-463cb383b994
scott233,75388467-95f9-3ab0-8234-3352c5564f3e
zzkingletzz,426f22d7-4b15-322d-a02d-b67e59026f5b
pedrofff,a2e6b810-2bea-32da-a5f6-f07b1ed4c1e3
dudafc6431,00000000-0000-0000-0009-01f5def54f2b
wasftttt,dfd505fe-bc7b-3610-937a-43b95bf6fe26
rafaelavzi,00000000-0000-0000-0009-01fafbf6c040
gabrielbaby21,5e28b904-e94d-3fde-993c-37621b0b68f5
hikachi,3bb66c52-4533-3241-83ef-2c04bb300982
travesso01,00000000-0000-0000-0009-01f0a1400650
al_player,6832d513-ef9b-3a30-b8af-9956aed87d22
amor2166,00000000-0000-0000-0009-01ff394f33e1
zunao,5a471831-2de1-33fe-ab6b-6681dbab22a6
carioca_totoso,218c44be-9c83-3090-be8a-bb01f1e6177c
yd4rkn1nja,19b5dd0c-fb3c-3083-bd23-5367f9a93752
itachi,91083dff-b066-35ea-b335-9a4a33a9149d
kjdumonster,0420413b-3b46-3953-8f72-3f26799cc5d2
netin123,1e1d7b69-d001-3b5b-b792-76fe7b784100
geleiaplays,3258398e-c82f-3652-ad4c-6dd31a7adb1d
sidao22,6d906fc7-2eca-39fd-95cb-6620c91aca4d
bradock,528a392d-1b1d-3b9a-85b0-130bc5d7ac2d
carioca0631,45a2e449-e7a0-34d1-8af8-aa4acab042f2
dreammobile1313,00000000-0000-0000-0009-01f9f06f9135
guilhermer,0297dd44-e35e-34b4-bd6d-d5ce73cfb9dd
lex232345,d4c8d51d-26ff-35f2-be1e-31901538fb92
marteinmax2,8dcfbec1-8bae-3f22-832c-d3b434684491
theuxz,c2f526f4-bce8-3e2b-9281-4b3a06236ce8
